location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
Danmark,31319,6,"['MeToo', 'dkpol']",2021-08-18 19:53:09,det er ufatteligt  så mange kampe  der skal kæmpes  fordi folk ikke forstår at samtykke skal være bekræftende   samtykkeloven var kontroversiel  ofre skal sige fra  og nu skal unge mennesker have ansvaret for  at andre ikke kan undlade at seksualisere dem    ,-5.0
"Sorø, Danmark",1689,8,"['sundpol', 'dkpol']",2021-08-18 19:52:37,det er læringen fra de fejl  der uværgerligt sker  der giver øget patientsikkerhed  ikke kontrol  individfokus og straf  lad os få evalueringen igang    så vi kan skabe de nødvendige forbedringer og et tilsyn med fokus på bolden   ,-4.0
Denmark,410,26,['dkpol'],2021-08-18 19:52:25,vi er enige om at tine bramsen og jeppe kofoed er nødt til at udtræde af regeringen  ikke  ,1.0
,9,1,"['dkpol', 'handicap']",2021-08-18 19:52:16,tak for en god høring til  &amp;  om hvordan vi får flere unge med handicap godt gennem uddannelsessystemet  masser af gode ambitioner fra politikere og uddannelsesinst  nu gælder det om at løfte sammen  så vi får skabt mærkbare ændringer   ,9.0
"Sorø, Danmark",1689,10,"['dkpol', 'sundpol']",2021-08-18 19:51:31, tak til  for et positivt udspil om lægedækning  praktiserende speciallæger kan levere et vigtigt bidrag til at styrke det nære sundhedsvæsen sammen med almen praksis   siger    ,6.0
"Syddanmark, Danmark",1710,26,['dkpol'],2021-08-18 19:50:20,vi er enige om at tine bramsen og jeppe kofoed er nødt til at udtræde af regeringen  ikke  ,1.0
"Frederiksberg, Denmark",3805,19,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 19:49:47,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
Europa / D / Berlin / MaHe ,13802,2,"['kabulairport', 'Afganistan', 'Talibans', 'taliban', 'Kabul', 'dkpol']",2021-08-18 19:49:20,bryde scener fra kabul lufthavn nu          ,0.0
,1687,0,['dkpol'],2021-08-18 19:49:10,søndag falder kabul og allerede nu er talebans kvindesyn nået til firehøje  dén havde jeg ikke set komme  ,0.0
"Copenhagen, Denmark",6807,0,"['dkpol', 'dkforsvar']",2021-08-18 19:49:07,de laver hundeansigter  men det et skammen  som lyser ud af dem     per stig og trine bramsen  og cadeau til  for at erkende skammen  der er ikke så meget mere at sige  kunne  lære en del af   ,0.0
H.C. Andersen,2204,2,"['kabulairport', 'Afganistan', 'Talibans', 'taliban', 'Kabul', 'dkpol']",2021-08-18 19:49:01,bryde scener fra kabul lufthavn nu          ,0.0
"Dobbelt A,Nordjylland, Danmark",50029,3,"['dkpol', 'amatører']",2021-08-18 19:48:57,i øvrigt mener jeg  at både forsvarsministeren og udenrigsministeren bør gå af efter den skandaløse håndtering af situationen i afghanistan  ører,-3.0
Denmark,439,4,"['dkpol', 'arbejde']",2021-08-18 19:48:40,potentiale for over      arbejdspladser i nordsøen  det svarer til de medarbejdere  der står til at miste deres arbejde i olieindustrien  claus jensen  dansk metal   det kan redde rigtig mange virksomheder herhjemme    ,-2.0
Danmark,31319,2,['dkpol'],2021-08-18 19:48:23,servicetweet  mens  er  /  i mål med vælgererklæringer  roder den store politiske håndværker rundt med en tilslutning langt under  /   i øvrigt spændende  at et borgerforslag kræver        underskrifter  et politisk parti blot ca         ,3.0
"Aarhus, Danmark",655,3,['dkpol'],2021-08-18 19:47:45,vinklen ingen i  havde set  ,0.0
,252,14,['dkpol'],2021-08-18 19:47:28,altså lidt træls  at en fiktiv statsminister fra      har en mere ambitiøs klimapolitik end den der er der i virkeligheden  ,2.0
"København, Hovedstaden",6478,0,['dkpol'],2021-08-18 19:47:18,eller som anders fogh ville have sagt det  ‘der er ikke noget at komme efter’   ,0.0
Hobro,374,16,"['dkpol', 'dkmedier']",2021-08-18 19:45:12,       vælgererklæringer  det går fortsat fremad med vælgererklæringerne takket være alle jer  der skriver under  tak  tak  tak  og os så få de sidste ca       i hus    ,6.0
,1565,9,"['WorldPride', 'Youareincluded', 'sundpol', 'kbhpol', 'dkpol']",2021-08-18 19:44:53,i  går vi forrest i kampen mod hiv/aids  under  mødtes jeg med  og  til snak om vores deltagelse i  og præsentation af international rapport om lgbti  personers rettigheder og sundhed     ,0.0
"Gribskov, Danmark",12401,1,"['dkmedier', 'dkpol']",2021-08-18 19:44:43,nyt stjerneskud på journalisthimlen  clara vind  fra  griller udenrigsministeren til pressemøde i statsministeriet    fucking kæmpe bosslady lige i dit tv    ,-1.0
København,6231,1,"['vejle', 'dkpol', 'dkmedier', 'everydaysexisme', 'københavnerliv']",2021-08-18 19:44:20,så i  at man nu vil bestemme hvordan unge kvinder skal klæde sig  ikke i afghanistan men i  hvordan kan   cm bar mave være en trussel for nogen  gad godt mødes med den skoleinspektør der har et problem med det     øbenhavnerliv,-1.0
"Faxe kommune, Sydsjælland",7974,0,['dkpol'],2021-08-18 19:44:17, udtaler idag   vi evakuerer hellere én afghaner for meget end én for lidt  så meget for stram asyl &amp; udlændingepolitik hos de røde  mon    efterhånden snart ved hvem de er &amp; hvad de mener  læg endvidere mærke til at de ikke følger den politiske aftale   ,-3.0
silkeborg,4725,0,['dkpol'],2021-08-18 19:44:02,i lyset af det massive blame game der pågår lige nu  forventer jeg  at et samlet  inden ugen er omme  kan opnå enighed om  at udfaldet af krigen i afghanistan  inklusiv den sene evakueringen af dktilknyttede mennesker  hovedsagelig må tilskrives carsten jensen ,2.0
"Gribskov, Danmark",12401,1,"['dkmedier', 'metoo', 'dkpol']",2021-08-18 19:42:55,anklagerne mod naser khader kan være falske og fabrikerede i islamistiske kredse  der vil ham ondt  det mener asger aamund  der i morgen er gæst i en uafhængig morgen på    det interview vil du gerne høre     ,-5.0
,239,0,['dkpol'],2021-08-18 19:42:11,politikere der siger at man gør alt hvad der er menneskeligt muligt  for at redde folk ud af afghanistan  og som samtidig har sendt et fly tilbage til københavn med       passager om bord  så må nogle andre mennesker komme til  ,2.0
"Frederiksberg, Danmark",491,1,"['dkmedier', 'metoo', 'dkpol']",2021-08-18 19:41:37,anklagerne mod naser khader kan være falske og fabrikerede i islamistiske kredse  der vil ham ondt  det mener asger aamund  der i morgen er gæst i en uafhængig morgen på    det interview vil du gerne høre     ,-5.0
København,3312,7,"['Afghanistan', 'ligestilling', 'dkpol']",2021-08-18 19:40:39,mit hjerte bløder for afghansistan kvinder  som går en tid i møde med vold og undertrykkelse  jeg er stolt af at  har udført så vigtigt arbejde for kvinders frihed i   i  ved vi hvad det betyder når ngoer kæmper sammen for   ,0.0
"Aarhus, Danmark",386,0,"['dkpol', 'Europe']",2021-08-18 19:40:07,lars fra nb vil ikke støtte et ungdomshus i kiev med    millioner   vil du helt droppe naboskabsprogrammet der understøtter reformprocesser i øst europa  mellemøsten og nordafrika  er det ikke kortsigtet og lidt uovervejet   ,2.0
,6628,2,"['dkøko', 'dkpol', 'dkgreen', 'transport']",2021-08-18 19:39:37,statistisk tiårsoversigt      udkommer i dag med et tiårigt overblik over samfundsudviklingen og et tema om biler  som vi har fået flere af trods grønne ambitioner   øko    ,0.0
DENMARK,38340,9,"['dkmedier', 'dkpol']",2021-08-18 19:39:19,kære twittervenner  er på høje tid  at politikerne finder tilbage til eget land og dets befolkning  globaliseringen er forkert                ,0.0
"København, Danmark",1616,1,"['hovedstaden', 'dkpol']",2021-08-18 19:39:16,tilfreds med at    af    regionsrødder i  stemte for mit og  forslag om ikke at købe ind hos firmaer uden ok løn og arbejdsvilkår  v og k stemte imod  de vil vist ikke have at regionens arbejdsklausuler bruges     ,1.0
"Copenhagen, Denmark",6807,0,"['dkpol', 'dkmedier', 'dkforsvar', 'dkaid']",2021-08-18 19:39:05,stærkt af  at erkende  at det ikke var det værd  men at man har gjort en forskel  uanset  hvad man mener om krigsindsatsen til at begynde med     ,4.0
,1356,7,"['dkpol', 'dkgreen']",2021-08-18 19:38:51,vigtigt opråb fra borgmestre og   de lange sagsbehandlingstider ved klagesager er et kæmpe problem  i   er vi helt enige     ,-2.0
,5088,0,['dkpol'],2021-08-18 19:38:50,  vores nye statsminister,0.0
Copenhagen,763,5,['dkpol'],2021-08-18 19:38:06,tre advokater tog tirsdag turen til egelund slot for at fremlægge deres naser khaderundersøgelse for den konservative partitop  det tog adskillige timer  vi har samlet op på et intenst døgn hos de konservative   ,1.0
,91311,0,['dkpol'],2021-08-18 19:37:53,det er vist en udenrigsminister der kæmper for dit liv  for åben skærm  han klarer sig ikke ret godt  efter min mening  dr  lige nu  ,1.0
"København, Danmark",157,10,"['dkpol', 'ClimateEmergency']",2021-08-18 19:37:46,fra dagens oplæsninger foran borgen  vi lærer også selv noget  mens vi læser ipccrapporten op  blandet andet  at klodens temperatur vil stige mellem     og     grader allerede inden år       hvad siger statsministeren  vi har intet hørt endnu   ,0.0
"København, Danmark",5331,0,['dkpol'],2021-08-18 19:37:29, resultater er godt  instaposts er bedre ,5.0
,125,10,"['dkpol', 'ClimateEmergency']",2021-08-18 19:37:18,fra dagens oplæsninger foran borgen  vi lærer også selv noget  mens vi læser ipccrapporten op  blandet andet  at klodens temperatur vil stige mellem     og     grader allerede inden år       hvad siger statsministeren  vi har intet hørt endnu   ,0.0
Aarhus,410,0,['dkpol'],2021-08-18 19:37:12,endnu en kompetent minister i rækken af succeser    jeg vidste slet ikke det var vikingetradition at efterlade sine landsmænd til at blive overrendt af fjenden   ,2.0
,1356,1,"['dkgreen', 'dkpol', 'kompoldk']",2021-08-18 19:37:01,nemlig og fra  glæder vi os til at deltage på  i  igen i år     ,3.0
Danmark,24076,0,['dkpol'],2021-08-18 19:35:57, en lille reminder  der kan spare os alle sammen for en masse orlov  selv tak  ,2.0
"Samsø, Denmark",35140,0,['dkpol'],2021-08-18 19:35:50, vi har vidst i årevis at det står rigtig  rigtig galt til med indeklimaet i skolernes klasseværelser  bl a  med alt for højt co₂ partialtryk  som aldrig ville gå på andre arbejdspladser  det er en multimilliardinvestering at bringe det i orden  men  vil ikke ,-3.0
,93,0,"['dkpol', 'dkmedier', 'khader', 'afghanistan', 'pride', 'croptop']",2021-08-18 19:35:15,da jeg var på blå mandag  var der stadig tivoli i odense  i karussellen  som kørte rundt og rundt og rundt og op og ned  kastede jeg op  mens den var i gang  samme kvalme kan jeg få af tidens nyhedsbillede      ,-3.0
Copenhagen/London,2072,14,['dkpol'],2021-08-18 19:34:58,altså lidt træls  at en fiktiv statsminister fra      har en mere ambitiøs klimapolitik end den der er der i virkeligheden  ,2.0
Danmark,105443,5,['dkpol'],2021-08-18 19:34:29,tre advokater tog tirsdag turen til egelund slot for at fremlægge deres naser khaderundersøgelse for den konservative partitop  det tog adskillige timer  vi har samlet op på et intenst døgn hos de konservative   ,1.0
,1723,5,['dkpol'],2021-08-18 19:34:06,tre advokater tog tirsdag turen til egelund slot for at fremlægge deres naser khaderundersøgelse for den konservative partitop  det tog adskillige timer  vi har samlet op på et intenst døgn hos de konservative   ,1.0
"København, Danmark",994,0,"['bevægdigforlivet', 'dkpol']",2021-08-18 19:33:41,i en ambitiøs aftale om tusinder af flere idrætsaktive og flere foreningsmedlemmer i køge kommune vil vi gøre alt  hvad vi kan for at ramme plet med aktiviteter og indsatser i ægdigforlivet  borgmester  gav os vigtige ord med på vejen   ,3.0
"Denmark, Hjørring",3178,0,['dkpol'],2021-08-18 19:33:35,jeppe k  alle de andre fejlede sammen med os      kommunikationsrådgiver har klædt ham på  sig det igen og igen ,0.0
,72286,2,"['dkpol', 'dkmedier']",2021-08-17 23:43:55,kan ikke vises for tit          ,0.0
"Austin, TX",45498,13,['dkpol'],2021-08-17 23:41:20,danmark har hjemsendt flygtninge til afghanistan helt frem til     juli   kilde    ,0.0
"Kalundborg, Danmark",18585,2,"['dkpol', 'dkmedier']",2021-08-17 23:37:58,kan ikke vises for tit          ,0.0
"Kalundborg, Danmark",18585,2,"['dkpol', 'dkmedier']",2021-08-17 23:37:52,kan ikke vises for tit          ,0.0
"Aarhus, Denmark",706,166,"['dkpol', 'dkmedier']",2021-08-17 23:29:45,er det en aprilsnar  midt i august  jeg er måske lidt træt efter nogle intense døgn i kabul  men tak for at få mig til at grine  kære politikere og joe biden  al qaeda er ikke længere i afghanistan  siger i  elsker jeres humor   ,7.0
,352,15,['dkpol'],2021-08-17 23:27:06,jeg håber ikke  at de stakkels jurister i sundhedsstyrelsen er løbet tør for slettelak  siden de glemte at strege lige præcis de her sætninger over   et super flot dokument   ja  grundigt og godt arbejde  det er et fint og meget grundigt dokument   ,16.0
,9671,0,['dkpol'],2021-08-17 23:22:30,venstrefløjen  vi er feminister  vi står på kvindernes side altid   også venstrefløjen  fandme godt  vi kom ud af afghanistan  den krig skulle vi aldrig været gået ind i    kvinder i afghanistan    ,-2.0
"Kalundborg, Danmark",18585,2,['dkpol'],2021-08-17 23:09:44,  stor del af befolkning er trætte af at læse   sætning i medier som politikere udtaler sig   kan få konsekvenser  &amp;  kan koste ministre  hver gang regeringen handler forkert   det er tomme ord  og der sker ingen konsekvens for ministre  det ser vi ,-4.0
"Viborg, Danmark",16023,51,['dkpol'],2021-08-17 23:08:43,at niveauet er så lavt blandt dem der sendte os afsted  er måske en af forklaringerne på hvorfor det gik som det gjorde   ,0.0
PATTAYA,2090,9,"['dkmedier', 'dkpol']",2021-08-17 23:07:30,kære twittervenner  er på høje tid  at politikerne finder tilbage til eget land og dets befolkning  globaliseringen er forkert                ,0.0
Danmark,2256,15,['dkpol'],2021-08-17 23:00:08,jeg håber ikke  at de stakkels jurister i sundhedsstyrelsen er løbet tør for slettelak  siden de glemte at strege lige præcis de her sætninger over   et super flot dokument   ja  grundigt og godt arbejde  det er et fint og meget grundigt dokument   ,16.0
Denmark - Copenhagen North,979221,23,['dkpol'],2021-08-17 22:55:57,undskyld  hvor patetisk kan du blive  du forsøger at miskreditere en dommer for likes der intet har med din sag at gøre  i stedet for at erkende at du misbrugte eupenge  velkommen ‘på forsiden’ onsdag   ,-6.0
Denmark,102,166,"['dkpol', 'dkmedier']",2021-08-17 22:55:22,er det en aprilsnar  midt i august  jeg er måske lidt træt efter nogle intense døgn i kabul  men tak for at få mig til at grine  kære politikere og joe biden  al qaeda er ikke længere i afghanistan  siger i  elsker jeres humor   ,7.0
Danmark,23043,0,['dkpol'],2021-08-17 22:54:05,lige nu er  populær på  ,3.0
Copenhagen,25006,5,"['Afghanistan', 'dkpol']",2021-08-17 22:49:13,magtesløs  imponeret  skuffet  vred  forvirret  ulykkelig  perpleks  tilfreds  overrasket  trist  stolt  chokeret  skam…hvilket ord dækker bedst dine følelser henover weekenden  når tanken falder på  og vores politiske lederskab  selv er jeg magtesløs   ,-11.0
Danmark,23043,0,['dkpol'],2021-08-17 22:46:06,lige nu er  populær på  ,3.0
"Nordjylland, Danmark",26709,20,['dkpol'],2021-08-17 22:42:10,det her må simpelthen få konsekvenser for de to ministre  der henholdsvis har holdt ferie og hygget sig på ærø  danmark bærer et stort ansvar pga nøl og mangel på rettidig omhu  hvis vores tidligere medarbejdere mister livet  katastrofal håndtering   ,-6.0
Denmark,77618,10,['dkpol'],2021-08-17 22:41:59,nu er beslutningen endegyldigt truffet   navn vil ikke være at finde på stemmesedlen til næste folketingsvalg  det fortæller han til altinget  læs mere i mit interview her  ,0.0
Denmark,77618,6,"['dkpol', 'dkmedier']",2021-08-17 22:41:39,måske ikke verdens største nyhed  jeg har længe sagt  at jeg var tættere på udgangen end indgangen til christiansborg  men nu er beslutningen endelig; jeg er ikke på stemmesedlen til næste valg  hvor jeg senest forlader borgen  tak for med og modspil    ,0.0
København NV,4575,14,"['dkpol', 'dkgreen']",2021-08-17 22:38:35,vigtig  vigtig sejr for naturen  amager fælled og amager fælleds venner  helt skørt at det er afhængig af at skulle skaffe   mio  kr  for at beskytte truet natur  de penge skal findes     ,-4.0
Odense C Danmark,5098,0,['dkpol'],2021-08-17 22:36:43,  er det en vestlig værdig at køre i radiobiler   hvad med lige at stramme lidt op  og fokusere på de psykopaters fejlfortolkning af verdens næstmest læste bog  det er snart ikke sjovt mere    ,-1.0
