Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
1498,helle_dissing,Hellere være en god original end en dårlig kopi,,71,35,217,3,"Det her er interessant fordi jeg tidligere i dag Quote Tweetede det samme på  engelsk med reference til en relevant person i sammenhængen. - Men ingen læste det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 17:55:37
1499,zent1c_xDxP,":-)
HIGH ELO GAMER 
:-)
1024x768 blackbars",,167,165,751,0,"HJÆLP

Hvis jeg har været sammen med en de sidste 2 dage, som i lørdags har brugt sin dag sammen med en som har fået bekræftet corona i dag...

Hvordan ser min situation så ud....?

Føler ikke jeg kan finde noget omkring det?

#Corona #COVID19","['Corona', 'COVID19']",2021-08-09 17:55:12
1500,NickPapageorge1,"Greek, born and raised in Mogotio, Kenya now live in Sunny Denmark, ie a new Dane.
Banter, endurance athlete & Covid lark survivor!!
🇰🇪🇬🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇰",Live in Sunny Danmark,301,468,32665,3,"Det her er interessant fordi jeg tidligere i dag Quote Tweetede det samme på  engelsk med reference til en relevant person i sammenhængen. - Men ingen læste det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 17:46:44
1501,NickPapageorge1,"Greek, born and raised in Mogotio, Kenya now live in Sunny Denmark, ie a new Dane.
Banter, endurance athlete & Covid lark survivor!!
🇰🇪🇬🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇰",Live in Sunny Danmark,301,468,32665,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 17:46:29
1502,KriefKriefbis,#1341,France,1231,852,100885,10,Franskmændene tager ikke godt imod coronapasset https://t.co/UKX2Wq9CQQ #covid19dk #dkpol,"['covid19dk', 'dkpol']",2021-08-09 17:34:25
1503,MonojSahu14,"BJP Golaghat , Co-convenor IT",,352,264,7865,1,"#Covid19 Vaccination at Hautley TE under Khumtai MPHC @Golaghat

@nhm_assam @PomiBaruah @dcgolaghat @DIPROGolaghat 

#covidappropriatebehaviour 
#breakthechain
#GetVaccinated https://t.co/3TXkq1yQeh",['Covid19'],2021-08-09 17:31:13
1504,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2146,2795,47794,10,Franskmændene tager ikke godt imod coronapasset https://t.co/UKX2Wq9CQQ #covid19dk #dkpol,"['covid19dk', 'dkpol']",2021-08-09 17:11:09
1505,MikkelNorsgaard,Former airline captain now working in IT with my feet planted firmly on the ground. Critical of a lot of things. Views are my own.,,333,95,1282,2,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver jeg i dagens leder på @indblik 

https://t.co/PYxGHOs2M0 #dkpol #covid19dk",[],2021-08-09 17:10:10
1506,LightrailDK,Official LightrailDK - Catchy 80s inspired synthwave/synth pop/italo music/pop music from Denmark!,"Norddjurs, Danmark",334,282,485,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 17:09:11
1507,CirkuzE,Cirkuz Pol-Etik Et samfunds satirisk program,,179,1,45,0,Kan man få en klima-vaccine?? Så er @Spolitik og Mette Mink klar på at tvangsvaccinere hele DK #dkpol #dkmedier #COVID19dk #coronadk #klimamål2030,"['dkpol', 'dkmedier', 'COVID19dk', 'coronadk', 'klimamål2030']",2021-08-09 16:41:59
1508,Covidcentrist,"Business analyst og Prosjektleder. Økonom i grunn. 
Interesser meg i økonomi, filosofi, politikk, menneskerettigheter og ikke minst covid. 
Far til 3.",Asker,1051,218,8666,4,"SST lemper nu reglerne for hjemsendelse af børn fra skoler og institutioner hvis der ses COVID-19 tilfælde. Det vil mange forældre nok blive glade for, og er et vigtigt skridt mod en mere normal hverdag for alle 
https://t.co/QwcfQjWxwQ #covid19dk",[],2021-08-09 16:37:16
1509,GolaghatNhm,health department,"Golaghat, Assam",25,770,854,1,"#Covid19 Vaccination at Hautley TE under Khumtai MPHC @Golaghat

@nhm_assam @PomiBaruah @dcgolaghat @DIPROGolaghat 

#covidappropriatebehaviour 
#breakthechain
#GetVaccinated https://t.co/3TXkq1yQeh","['Covid19', 'covidappropriatebehaviour', 'breakthechain', 'GetVaccinated']",2021-08-09 16:35:41
1510,LouisJacobsen,Far • Murersvend🧱• blogger💻 på https://t.co/4qjVOU0AOE • Valgt Bestyrelsesmedlem 3F #BJMF og i Murersvendenes brancheklub i KBH Tweeter for egen regning📝,København,913,1010,2266,0,"Er det ikke rimelig vildt tilfælde at blive stukket af samme sundhedsperson begge gange?
#COVID19",['COVID19'],2021-08-09 16:34:53
1511,Rasmus84672124,,,91,6,64,0,"@simonwurtz99 @AKCramon @berlingske @RasmusPrehn Har hun været på barsel siden  juni 2019? Eller hvor har hun været op til OL/under Covid19.. 🤣 Det er alligevel tankevækkende, hvordan politikerne i Folketinget, afspejler virkeligheden... eller noget 🥱",[],2021-08-09 16:17:56
1512,UlrikNymanDK,"Lektor i Datalogi på Aalborg Universitet (@CompSciAAU). Tweeter på dansk på denne konto.
English tweets: @UlrikNyman
#dkpol","Aalborg, Nordjylland",1119,507,10266,1,"Dagens #covid19dk tal d. 9/8, hvor der ikke er registret dødsfald, men 15,2 ‰ eller 935 af de knap 62.000 udførte PCR-tests var positive for coronavirus. Der er i dag i alt 83 indlagt, heraf 11 i respirator, og 15 er nyindlagte. Aktive tilfælde: 12.220, IHAD: 🔴🔴🔴💚 #cvdgdk https://t.co/Gl551le5lo",['covid19dk'],2021-08-09 16:17:39
1513,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,4,"Lær mere her.
https://t.co/ayDvHBSE6b
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 16:14:59
1514,sinan_unur,"Economist & Developer

Retweets are not endorsements. Opinions my own; they do not represent current, past, or future employers/clients etc.",USA / TR,65,199,2360,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 16:13:01
1515,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,3,"Det her er interessant fordi jeg tidligere i dag Quote Tweetede det samme på  engelsk med reference til en relevant person i sammenhængen. - Men ingen læste det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 16:11:57
1516,MMRoskilde,proportionalitetsprincippet tilbage! genindførelse af reelt demokrati - ikke flere manipulationer og løgne,"Roskilde, Danmark",141,119,2351,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 16:11:42
1517,PRINTSVONJANE,HANDPAINTED WALLPAPER DESIGN : Danish Stencils and CULTURE INTERIOR DESIGN & PRINTS POLITIK EUROPA TEXTILE FABRICS EGECARPET Akzo Nobel RRindretning,DENMARK,1153,494,38301,0,"Ja det har jeg oplevet med Lovhuse repræsenteret af pregnante advokatfirmaer, som ikke gider uden minimum fortjeneste, hvor der kan snuppes et par eller to bidder i mørke. Se efter hvad #Kammeradvokaten ( Wikipedia ) oplyser. Covid19 giver også rettigheder, som kun få ved om. 💉 https://t.co/Hr1HNjysRY",['Kammeradvokaten'],2021-08-09 16:10:55
1518,CommonSenseASAP,"CivilDisobedience is a sacred duty when the state becomes BS. Ghandi
The future WILL be decentralized. Orwell
Former lawyer. Now investments only.",#eUSSR-vassalstate denmark,4978,9369,48495,10,Franskmændene tager ikke godt imod coronapasset https://t.co/UKX2Wq9CQQ #covid19dk #dkpol,"['covid19dk', 'dkpol']",2021-08-09 16:01:06
1519,kongkyed,Unpleasant truths,Denmark,139,88,3370,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 16:00:57
1520,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,10,Franskmændene tager ikke godt imod coronapasset https://t.co/UKX2Wq9CQQ #covid19dk #dkpol,"['covid19dk', 'dkpol']",2021-08-09 16:00:05
1521,Googleulv,"Man, single,is computer geek in microsoft windows and ms office. Also techie interest internet og network and coding.",7430 Ikast Denmark Europe,1414,2175,178295,4,"Den seneste uge har vi afsluttet 6.827 sager med smittede med COVID-19. 97,2 procent af de smittede har vi været i mundtlig dialog med. Se mange flere data fra smitteopsporingen på vores hjemmeside. Tallene opdateres dagligt: https://t.co/Kl07gnED6j #COVID19dk #dksund https://t.co/bnY5kMmALd",[],2021-08-09 15:56:32
1522,ClaesTheilgaard,Ansvarshavende chefredaktør på @indblik. +45 71 11 94 14 eller claes@indblik.dk.,"København, Hovedstaden",412,1404,1176,2,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver jeg i dagens leder på @indblik 

https://t.co/PYxGHOs2M0 #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 15:53:58
1523,jakobsen1337,,,676,119,1090,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 15:50:08
1524,sandra_leurs,Staatl.exam.Altenpflegerin a.D. Parteipolitisch unterwegs seit 2012 Nur noch Ehrenamt,,843,715,24672,1,"Island som lempede for næsten alle restriktioner og åbnede for alle vaccinerede og negativ testede turister for at få gang i turist sommersæsonen for omkring en måned siden, har problemer nu.
https://t.co/Z4lqaSoFTq
#ZeroCovid #NoCovid #COVID19 #StrategiskiftNU #dkpol",[],2021-08-09 15:49:33
1525,KlausJe11625098,Jesus Christ først. Forkynder evangeliet uden filter. Klar til alle diskussioner.Tåler kritik og giver tilbage.❤️ https://t.co/CIj237oaii husk RETWEET RETWEET,"Syddanmark, Danmark",478,117,1589,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 15:40:35
1526,paulsen_jesper,Whole food plant based 🌱 vegan lifestyle,"Aarhus, Danmark",823,193,4750,7,"@HenrikThomsen18 @KT_Baek Kære Henrik og Kristoffer,
Siden vi begyndte på pcr-tests under corona, har vi kørt 45 cyklus pr test.
Positiv ved 10-38 cykler kan betragtes som positiv. De sidste 7 cykler er ekstra datapunkter til at lave en bedre bedømmelse af datakvalitet. Læs mere: https://t.co/mYpe7h5ypB",[],2021-08-09 15:38:46
1527,ZerocovidD,ZeroCovid Danmark - kampagne for en kursændring i covid håndteringen i Danmark hen til nul covid. Så vi kan åbne og holde samfundet åbent.,"København, Danmark",270,174,483,1,"Island som lempede for næsten alle restriktioner og åbnede for alle vaccinerede og negativ testede turister for at få gang i turist sommersæsonen for omkring en måned siden, har problemer nu.
https://t.co/Z4lqaSoFTq
#ZeroCovid #NoCovid #COVID19 #StrategiskiftNU #dkpol","['ZeroCovid', 'NoCovid', 'COVID19', 'StrategiskiftNU', 'dkpol']",2021-08-09 15:34:23
1528,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,4,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver chefredaktør Claes Theilgaard i denne leder.

https://t.co/5Syj3eIhWw #dkpol #covid19dk",[],2021-08-09 15:32:28
1529,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,19,"For mange er det her ikke overraskende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/HpvML20SRa","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-09 15:30:34
1530,KlausJe11625098,Jesus Christ først. Forkynder evangeliet uden filter. Klar til alle diskussioner.Tåler kritik og giver tilbage.❤️ https://t.co/CIj237oaii husk RETWEET RETWEET,"Syddanmark, Danmark",478,117,1589,3,"@SupAyaLaya Kære SupAyaLaya,
Siden vi begyndte på pcr-tests under corona, har vi kørt 45 cyklus pr test.
Positiv ved 10-38 cykler kan betragtes som positiv. De sidste 7 cykler er ekstra datapunkter til at lave en bedre bedømmelse af datakvalitet. Læs evt. mere her: https://t.co/mYpe7h5ypB",[],2021-08-09 15:30:11
1531,PerPede93264500,"GAB: @Patriot_DK
GETTR: @Patriot_DK
FRIHED! 🇩🇰
ÅBN LANDET HELT OP! 🇩🇰
SKROT DEN NYE EPIDEMILOV! 🇩🇰
GENINDFØR GRUNDLOVEN! 🇩🇰
Body Confident",,228,216,6184,37,"Når vaccinerne ikke virker fordi SARS-CoV-2 muterer kontinuerligt, og derfor er noget andet i morgen end i dag, så er det tid til en booster med vaccinen som ikke virker. - Forvirret? - Det er meget værre i  morgen.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 15:24:15
1532,NinamariaL,"Thoughtful, justice-seeking, rebellious, introvert human. Loving the best I can. Believing that we carry the answer deep inside. Just listen & you can hear it.",Danmark,223,77,724,37,"Når vaccinerne ikke virker fordi SARS-CoV-2 muterer kontinuerligt, og derfor er noget andet i morgen end i dag, så er det tid til en booster med vaccinen som ikke virker. - Forvirret? - Det er meget værre i  morgen.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 15:23:48
1533,SjylPoliti,"Følg Syd- og Sønderjyllands Politi. Vi kan ikke garantere svar her, men har du spørgsmål, så ring 114. Akut hjælp: 112. Web-anmeld: http://t.co/VNYh5VLv7z",,97,85462,45896,4,"Den seneste uge har vi afsluttet 6.827 sager med smittede med COVID-19. 97,2 procent af de smittede har vi været i mundtlig dialog med. Se mange flere data fra smitteopsporingen på vores hjemmeside. Tallene opdateres dagligt: https://t.co/Kl07gnED6j #COVID19dk #dksund https://t.co/bnY5kMmALd",[],2021-08-09 15:23:26
1534,_schifter,,,67,171,707,37,"Når vaccinerne ikke virker fordi SARS-CoV-2 muterer kontinuerligt, og derfor er noget andet i morgen end i dag, så er det tid til en booster med vaccinen som ikke virker. - Forvirret? - Det er meget værre i  morgen.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 15:22:59
1535,_schifter,,,67,171,707,24,"Seneste nyt om nye mutationer, måske fra delta varianten. og sådan kommer det til at fortsætte. - Og jo mere man vaccinerer, jo mere fremmer man selektionen af nye mutationer.
https://t.co/xLBhk3D11V
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 15:21:36
1536,kongkyed,Unpleasant truths,Denmark,139,88,3370,5,"Tankevækkende 
#covid19dk #coronavirus #dkpol https://t.co/rGScUXUy29","['covid19dk', 'coronavirus', 'dkpol']",2021-08-09 15:19:39
1537,ThiasKronhjort,Tech is the thing!  🤓🦌 Dream Big 🚀 I also tweet in English! Ophavsmand til “ADHD PODCASTEN” 🎧🎤 Medlem af @adhdforeningen 💬,,905,969,32894,0,"I Søndermarken er der samlet mindst 300 unge mennesker - sikkert de nye 1. G’er

De står pænt tæt i en kødklump og drikker sig i hegnet. 

Var vi ikke lige der hvor at unge mennesker fravælger vaccination, fordi de føler sig unge og uovervindelige.

Kæft det er dumt! 😬#COVID19 https://t.co/a3iUWDJ8H7",['COVID19'],2021-08-09 15:19:22
1538,DoktorSalo,"Pediatric surgeon/pediatric urologist. Associate professor with research on congenital malformations, appendicitis and trauma",Sweden,671,1863,3500,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 15:14:15
1539,philipta,"Rabiat Klimatosse / Formand for @radikale Aalborg / Hovedbetyrelsesmedlem i @radikale / Energimeteorolog, der er træt af CO2 og Dan Jørgensen / +45 29 67 30 19","Aalborg, Danmark",1277,574,3855,0,Mmmmm RNA. Så er jeg blevet helt Moderna 💉💉 #COVID19dk #vaccination https://t.co/RnH5cLGQHw,"['COVID19dk', 'vaccination']",2021-08-09 15:01:39
1540,eagerlin,"Journalist og redaktør på https://t.co/Dv6ZT7554l , Christiansborg, mobil 31 72 70 50 #dkpol",København,1136,1241,2051,0,"""Det virker ikke, som om der er en plan,” siger Kim Valentin (V) #dkpol #afrika #covid19dk @kimvalentinDK @pederhvelplund 
https://t.co/iNjfCojLDI","['dkpol', 'afrika', 'covid19dk']",2021-08-09 14:50:27
1541,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,4,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver chefredaktør Claes Theilgaard i denne leder.

https://t.co/5Syj3eIhWw #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 14:44:15
1542,DenisKristan,,,251,361,49321,3,"Der har været maksimalt tryk på bivirkningsovervågningen, siden #COVID19-vaccinationerne startede. Knap 3,5 mio. vaccinationer i DK, og vi har fået over 45.000 indberetninger om formodede bivirkninger. Nu går jeg hjem og lægger mig … stille og roligt i hængekøjen. God sommer 😊 https://t.co/KBMzRLrf8Z",['COVID19'],2021-08-09 14:40:57
1543,danarcholistic,"Taxation is theft and government is a corrupted and failed idea.

The future is either Orwellian, or de-centralized, take a pick.",,654,207,6351,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol",[],2021-08-09 14:34:02
1544,DanskeFor,"A Viking is a man. This does not mean that all men are Vikings.
Writes about the things no one want.
Hjælp Danmarks børn først. 
Økologi er ikke biodiversitet.",Danmark,466,175,2688,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf",[],2021-08-09 14:31:32
1545,PeterHedegaard5,"Father. Investor. Biz owner
Critic of MSM and politicians, who pursue selfish ambitions with false narratives while deliberately trying to divide us. Cui bono?",Copenhagen,621,126,1569,24,"Seneste nyt om nye mutationer, måske fra delta varianten. og sådan kommer det til at fortsætte. - Og jo mere man vaccinerer, jo mere fremmer man selektionen af nye mutationer.
https://t.co/xLBhk3D11V
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-09 14:25:34
1546,DonBananMike,Senior Developer. Tweeter dog mest om #fcklive og #dkpol | Tweets 🇩🇰/🇬🇧,"Copenhagen, Denmark",353,112,5461,0,"@medicamentarii @RasmusKr15ten @PeterKLcph @EmmaSophieRoy @twhjerne Du er så nice @medicamentarii. Kan jeg ikke få dit nummer, så jeg altid lige kan ringe til dig når man debattere Covid19 og vacciner, og har brug for en der ved alt muligt brugbart? 😂😂",[],2021-08-09 14:17:31
1547,JonPloug,Historian with a strong scientific bent. Trying hard to solve some of the problems within the history of epidemics.,"København, Danmark",81,39,418,0,"Ingen vaccination til børn under 12. Alle restriktioner ophæves. Delta, ekstrem smitsom variant på vej. Det virker lidt som om, at myndighederne  bare krydser fingre. Burde de ikke som minimum arbejde på at sikre ventilation og udluftning? #covid19dk https://t.co/tnUU7XgFa5",['covid19dk'],2021-08-09 14:16:31
1548,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 14:14:15
1549,PROJSShajapur,"Official Handle of PRO Jansampark Shajapur,Government of Madhya Pradesh","Shajapur, India",144,4912,18852,0,#COVID19 HB 09 AUG 2021 https://t.co/aGtczQo6PT,['COVID19'],2021-08-09 14:02:18
1550,voigt_peter,"Ph.D, https://t.co/9V2WL585yb","København, Danmark",253,96,1123,7,"Fine resultater fra Norge. Over to uger er 92,9% af dem der fik påvist COVID-19 ikke fuldt vaccineret. At 7,1% vaccinerede har fået COVID-19 er forventelig med en effekt af vaccinen omkring 95%. Deltavarianten er den hyppigste variant der ses 
https://t.co/fDYAWaDS3u #covid19dk",[],2021-08-09 13:52:15
1551,RasmusKr15ten,,,1322,136,5595,0,"@medicamentarii @DonBananMike @PeterKLcph @EmmaSophieRoy @twhjerne Fair nok. 

Det har jeg ikke hørt, så det kan jeg ikke sige noget om.

 Er det rigtigt at man ikke har kunne isolere det specifikke covid19 virus sekvens (eller hvad man kalder det), som det påstås her - og mange andre steder: https://t.co/mJO9c56PSw",[],2021-08-09 13:44:42
1552,TheEmeraldSun,"Organic Man

My Pronouns:
KING / MASTER

#PrivateByDefault",The Cosmos,70,28,501,0,"Mad Lad Alert!
#DeltaVariant 
https://t.co/GTokVPRWqk",['DeltaVariant'],2021-08-09 13:41:10
1553,mikaelmilhoj,Chefanalytiker i @danskebank_dk. Tweeter hovedsageligt om international makroøkonomi og finans på #dkøko. Kontakt: 28186908 / milh@danskebank.dk,Copenhagen,1207,7997,46611,1,"Ca. 40.000 stik i går, hvoraf langt størstedelen var 2. stik (se næste tweet). #covid19dk #dkpol https://t.co/GvBtZ0WLhl","['covid19dk', 'dkpol']",2021-08-09 13:40:55
1554,Region_Midt,"Leverer nyheder til dig, som har interesse for sundhed og hospitaler, specialiseret psykiatri og social samt regional udvikling i Region Midtjylland.",Region Midtjylland,612,5300,2290,0,"I Region Midtjylland har ca. 992.300 borgere (svarende til 74,2%) påbegyndt vaccination mod COVID-19, mens ca. 776.700 borgere er færdigvaccinerede (svarende til 58,1%). #covid19dk https://t.co/kVNCgvRPz4",['covid19dk'],2021-08-09 13:39:01
1555,rottelivet_,Imellem ironi forekommer også seriøsitet. Her på profilen sætter vi altså punktum uden at være sure. Journalistprakker hos Fagbladet 3F.,"København, Danmark",246,172,1255,0,"Der er fandme fut i det der nr. 2 stik, hva 🥲😅 #COVID19dk #vaccine","['COVID19dk', 'vaccine']",2021-08-09 13:21:45
1556,Psi_Ink,"Truth above all.
I have no idea what indoorcement means.","Copenhagen, Denmark",619,212,7284,6,"Carlsbergfonden, der via Carlsberg Group er medlem af @wef, finansierer også ‘HOPE – How Democracies Cope with Covid19: A Data-Driven Approach‘, herunder den i #dkmedier meget citerede professor @M_B_Petersen fra Institut for Statskundskab ved Aarhus Universitet. #dkpol",[],2021-08-09 13:01:48
1557,STPS_DK,"Vi arbejder for, at det er trygt at være patient. Tweets om patientsikkerhed, sundhedsvæsen samt smitte- og miljøberedskab Presse: 72228688","København, Danmark",568,10148,986,4,"Den seneste uge har vi afsluttet 6.827 sager med smittede med COVID-19. 97,2 procent af de smittede har vi været i mundtlig dialog med. Se mange flere data fra smitteopsporingen på vores hjemmeside. Tallene opdateres dagligt: https://t.co/Kl07gnED6j #COVID19dk #dksund https://t.co/bnY5kMmALd","['COVID19dk', 'dksund']",2021-08-09 12:58:36
1558,TheRealBozz4,Pirate Coin Freedom & Dreams,Seven Seas,93,104,1946,0,Folk bliver ikke syge af Covid19 - men Central Bankers  systemiske dysfunktionalitet - der var dødsyg allerede.. og nu skal dækkes ind under diverse skyldspålæggelse af borgerne.,[],2021-08-09 12:54:55
1559,ealeorah,Warrior of light. Freedomlover💛✨💫. Common sense. Covid negative-even without testing #Kobjælde #stoptheshot,,2635,1591,27998,9,"Sådan ser det ud med mulige indberetninger af bivirkninger til coronavaccinerne i USA. - VAERS er et frivilligt elektronisk indberetningssystem, hvor alle kan indberette, så tallene er endnu ikke evalueret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/EAzVYyEipf",[],2021-08-09 12:34:46
1560,mortenkj,"Structural Biologist from Aarhus University, now retired, hermit. Tweets about science, politics, IT, pseudoscience, scientific racism and other nonsense.","Samsø, Denmark",1259,1621,35056,1,"Dagens #covid19dk tal d. 9/8, hvor der ikke er registret dødsfald, men 15,2 ‰ eller 935 af de knap 62.000 udførte PCR-tests var positive for coronavirus. Der er i dag i alt 83 indlagt, heraf 11 i respirator, og 15 er nyindlagte. Aktive tilfælde: 12.220, IHAD: 🔴🔴🔴💚 #cvdgdk https://t.co/Gl551le5lo","['covid19dk', 'cvdgdk']",2021-08-09 12:08:34
1561,Kforum,Alt om kommunikation,Gammel Kongevej 3E,3955,11654,7634,0,"Kampen mod corona er langt fra slut. Hvordan får k-folk de coronaforskrækkede gæster tilbage på kulturinstitutionerne? Det handler om kommunikation, hygiejne og tryghed i design af kulturoplevelse i alle dens afskygninger.

#COVID19dk 
https://t.co/WzsLtxshVf",['COVID19dk'],2021-08-09 12:04:28
1562,coronatrackerdk,Jeg tracker realtime ændringer i masser af nøgletal og nyheder omhandlende Corona-virussen. Endnu en data-dims fra @systemaddict (mobil: 27 11 86 56),,0,2201,8882,0,"1/3: BREAKING! NYE CORONA-TAL I DK::

Positive tests seneste døgn: 935 (I går: 821)
Tests (PCR) seneste døgn: 61594 (Gns. 7 dage: 59946)
Positiv-% (PCR) seneste døgn: 1.52 (Gns. 7 dage: 1.5)
Døde seneste døgn: 0 (I alt: 2552)
#covid19dk Kilde: https://t.co/3e4BVLu7qO https://t.co/Pko0KWBw1S",['covid19dk'],2021-08-09 11:59:05
1563,bettinaskou,#dkpol,Danmark,1329,341,45047,7,"@HenrikThomsen18 @KT_Baek Kære Henrik og Kristoffer,
Siden vi begyndte på pcr-tests under corona, har vi kørt 45 cyklus pr test.
Positiv ved 10-38 cykler kan betragtes som positiv. De sidste 7 cykler er ekstra datapunkter til at lave en bedre bedømmelse af datakvalitet. Læs mere: https://t.co/mYpe7h5ypB",[],2021-08-09 11:54:20
1564,SSI_dk,Official Account for Statens Serum Institut. Research & news about health topics #sundhed #health & more. No councelling. We can't guarantee answer to tweets.,Denmark,298,15206,2281,0,"@peter_ravn Tak fordi du har brugt tid på at udfylde skemaet! Ja, det er meningen at der kommer opfølgende spørgeskemaer.
Du kan læse mere om undersøgelsen her:
https://t.co/U2PUvPPOs8",[],2021-08-09 11:40:32
